id,tag_code,Tag_date,Exposure_Dam,Exposure_Ladder,Exposure_Start,Exposure_End,Exposure_Duration,Censor_Approach,Censor_Ladder,Species,Length..mm.,Weight..g.,Age
1,900_226000137627,5/3/13 12:00:00,3,NA,5/16/13 0:00:00,5/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/17/13 0:00:00,5/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/18/13 0:00:00,5/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/19/13 0:00:00,5/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/20/13 0:00:00,5/20/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/21/13 0:00:00,5/21/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/22/13 0:00:00,5/22/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/23/13 0:00:00,5/23/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/24/13 0:00:00,5/24/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/25/13 0:00:00,5/25/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/26/13 0:00:00,5/26/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/27/13 0:00:00,5/27/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/28/13 0:00:00,5/28/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/29/13 0:00:00,5/29/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/30/13 0:00:00,5/30/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,5/31/13 0:00:00,5/31/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/1/13 0:00:00,6/1/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/2/13 0:00:00,6/2/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/3/13 0:00:00,6/3/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/4/13 0:00:00,6/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/5/13 0:00:00,6/5/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/6/13 0:00:00,6/6/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/7/13 0:00:00,6/7/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/8/13 0:00:00,6/8/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/9/13 0:00:00,6/9/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/10/13 0:00:00,6/10/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/11/13 0:00:00,6/11/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/12/13 0:00:00,6/12/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/13/13 0:00:00,6/13/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/14/13 0:00:00,6/14/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/15/13 0:00:00,6/15/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/16/13 0:00:00,6/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/17/13 0:00:00,6/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/18/13 0:00:00,6/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137627,5/3/13 12:00:00,3,NA,6/19/13 0:00:00,6/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,245,260,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/3/13 12:00:00,5/3/13 23:59:59,43199.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/4/13 0:00:00,5/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/5/13 0:00:00,5/5/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/6/13 0:00:00,5/6/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/7/13 0:00:00,5/7/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/8/13 0:00:00,5/8/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/9/13 0:00:00,5/9/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/10/13 0:00:00,5/10/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/11/13 0:00:00,5/11/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/12/13 0:00:00,5/12/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/13/13 0:00:00,5/13/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/14/13 0:00:00,5/14/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/15/13 0:00:00,5/15/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/16/13 0:00:00,5/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/17/13 0:00:00,5/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/18/13 0:00:00,5/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/19/13 0:00:00,5/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/20/13 0:00:00,5/20/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/21/13 0:00:00,5/21/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/22/13 0:00:00,5/22/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/23/13 0:00:00,5/23/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/24/13 0:00:00,5/24/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/25/13 0:00:00,5/25/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/26/13 0:00:00,5/26/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/27/13 0:00:00,5/27/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/28/13 0:00:00,5/28/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/29/13 0:00:00,5/29/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/30/13 0:00:00,5/30/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,5/31/13 0:00:00,5/31/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/1/13 0:00:00,6/1/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/2/13 0:00:00,6/2/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/3/13 0:00:00,6/3/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/4/13 0:00:00,6/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/5/13 0:00:00,6/5/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/6/13 0:00:00,6/6/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/7/13 0:00:00,6/7/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/8/13 0:00:00,6/8/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/9/13 0:00:00,6/9/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/10/13 0:00:00,6/10/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/11/13 0:00:00,6/11/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/12/13 0:00:00,6/12/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/13/13 0:00:00,6/13/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/14/13 0:00:00,6/14/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/15/13 0:00:00,6/15/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/16/13 0:00:00,6/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/17/13 0:00:00,6/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/18/13 0:00:00,6/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137633,5/3/13 12:00:00,1,NA,6/19/13 0:00:00,6/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,223,180,4
1,900_226000137634,5/3/13 12:00:00,1,NA,5/3/13 12:00:00,5/3/13 23:59:59,43199.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/4/13 0:00:00,5/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/5/13 0:00:00,5/5/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/6/13 0:00:00,5/6/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/7/13 0:00:00,5/7/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/8/13 0:00:00,5/8/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/9/13 0:00:00,5/9/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/10/13 0:00:00,5/10/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/11/13 0:00:00,5/11/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/12/13 0:00:00,5/12/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/13/13 0:00:00,5/13/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/14/13 0:00:00,5/14/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/15/13 0:00:00,5/15/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/16/13 0:00:00,5/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/17/13 0:00:00,5/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/18/13 0:00:00,5/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/19/13 0:00:00,5/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/20/13 0:00:00,5/20/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/21/13 0:00:00,5/21/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/22/13 0:00:00,5/22/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/23/13 0:00:00,5/23/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/24/13 0:00:00,5/24/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/25/13 0:00:00,5/25/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/26/13 0:00:00,5/26/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/27/13 0:00:00,5/27/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/28/13 0:00:00,5/28/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/29/13 0:00:00,5/29/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/30/13 0:00:00,5/30/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,5/31/13 0:00:00,5/31/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/1/13 0:00:00,6/1/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/2/13 0:00:00,6/2/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/3/13 0:00:00,6/3/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/4/13 0:00:00,6/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/5/13 0:00:00,6/5/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/6/13 0:00:00,6/6/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/7/13 0:00:00,6/7/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/8/13 0:00:00,6/8/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/9/13 0:00:00,6/9/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/10/13 0:00:00,6/10/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/11/13 0:00:00,6/11/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/12/13 0:00:00,6/12/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/13/13 0:00:00,6/13/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/14/13 0:00:00,6/14/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/15/13 0:00:00,6/15/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/16/13 0:00:00,6/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/17/13 0:00:00,6/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/18/13 0:00:00,6/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137634,5/3/13 12:00:00,1,NA,6/19/13 0:00:00,6/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,224,180,3
1,900_226000137655,5/3/13 12:00:00,1,NA,5/3/13 12:00:00,5/3/13 23:59:59,43199.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,1,NA,5/4/13 0:00:00,5/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,1,NA,5/5/13 0:00:00,5/5/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,1,NA,5/6/13 0:00:00,5/6/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,1,NA,5/7/13 0:00:00,5/7/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,1,NA,5/8/13 0:00:00,5/8/13 11:23:23,86399.64,1,NA,Alosa aestivalis,231,200,4
2,900_226000137655,5/3/13 12:00:00,NA,1,5/8/13 11:23:23,5/8/13 11:23:28,4.640000105,NA,0,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,,5/8/13 11:23:28,5/8/13 23:59:59,,2,,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/9/13 0:00:00,5/9/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/10/13 0:00:00,5/10/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/11/13 0:00:00,5/11/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/12/13 0:00:00,5/12/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/13/13 0:00:00,5/13/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/14/13 0:00:00,5/14/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/15/13 0:00:00,5/15/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/16/13 0:00:00,5/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/17/13 0:00:00,5/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/18/13 0:00:00,5/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/19/13 0:00:00,5/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/20/13 0:00:00,5/20/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/21/13 0:00:00,5/21/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/22/13 0:00:00,5/22/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/23/13 0:00:00,5/23/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/24/13 0:00:00,5/24/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/25/13 0:00:00,5/25/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/26/13 0:00:00,5/26/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/27/13 0:00:00,5/27/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/28/13 0:00:00,5/28/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/29/13 0:00:00,5/29/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/30/13 0:00:00,5/30/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,5/31/13 0:00:00,5/31/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/1/13 0:00:00,6/1/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/2/13 0:00:00,6/2/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/3/13 0:00:00,6/3/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/4/13 0:00:00,6/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/5/13 0:00:00,6/5/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/6/13 0:00:00,6/6/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/7/13 0:00:00,6/7/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/8/13 0:00:00,6/8/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/9/13 0:00:00,6/9/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/10/13 0:00:00,6/10/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/11/13 0:00:00,6/11/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/12/13 0:00:00,6/12/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/13/13 0:00:00,6/13/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/14/13 0:00:00,6/14/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/15/13 0:00:00,6/15/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/16/13 0:00:00,6/16/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/17/13 0:00:00,6/17/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/18/13 0:00:00,6/18/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137655,5/3/13 12:00:00,2,NA,6/19/13 0:00:00,6/19/13 23:59:59,86399.64,2,NA,Alosa aestivalis,231,200,4
1,900_226000137678,5/3/13 12:00:00,1,NA,5/3/13 12:00:00,5/3/13 23:59:59,43199.64,2,NA,Alosa aestivalis,221,210,4
1,900_226000137678,5/3/13 12:00:00,1,NA,5/4/13 0:00:00,5/4/13 23:59:59,86399.64,2,NA,Alosa aestivalis,221,210,4
